1.180688936677862699e+02,3.339411338223000030e+02,1.897605460142528955e+03,2.901843246838180676e+03,4.086794224303481769e+03,2.362502648296256069e+01,2.035283945619660528e+01,1.576746432563534128e+01,-2.209497912124504637e+00,-4.379976225147239610e+00,1.686965747304617480e+01,2.015840938403138125e+03
5.143132700206823671e+01,3.413163897678207377e+02,1.606769556369045404e+03,2.511776891386753050e+03,3.612706775237174043e+03,2.461578919018033673e+01,1.658428412600717294e+01,1.950356268825128581e+01,4.401894210446760880e+00,4.194884683082607424e+00,1.801343172915017021e+01,2.007626808758052675e+03
6.434146156362167801e+01,3.859309598758479183e+02,1.561992480750252525e+03,2.552620211561799806e+03,3.599753335185346259e+03,1.987111688090611850e+01,2.199363005965532381e+01,1.768880864469538494e+01,1.383372730567981934e+00,-1.680235211439652376e+00,1.910059274000404272e+01,2.011645827417368537e+03
1.468585840950721604e+02,4.318780918136801006e+02,1.567833747610948194e+03,2.953526862941932450e+03,4.192608210150804553e+03,1.889741550663923064e+01,4.068471073790446368e+00,4.135169101544694747e+00,-9.510890574321146929e+00,-1.621511725241123258e+01,1.650554700620618931e+01,2.010510795210726201e+03
1.258626431024473220e+02,4.062680641864643576e+02,1.674540375850650435e+03,2.824058617954793590e+03,3.938346081250003408e+03,2.166264368440635835e+01,5.494330552339784290e+00,4.383511159804461599e+00,-1.088184871759923844e+01,-1.512218140535564892e+01,1.541504950657283501e+01,2.014110242727846753e+03
1.122403562622139077e+02,5.161750162250840503e+02,1.834924915282801294e+03,2.825309064686430702e+03,3.998454662630615076e+03,1.618616846331611825e+01,8.363700408203200709e+00,9.294565272805710876e+00,-5.798545878047292490e+00,-9.855633306832450202e+00,1.644466248670270048e+01,2.015170288420107909e+03
7.981766454670864164e+01,5.870144591800188891e+02,1.609549852770134748e+03,2.724154222505554117e+03,3.745896258770177155e+03,1.661805321212514031e+01,8.208148467255552916e+00,1.038592456794475716e+01,6.168827748989555437e-02,-2.849050601009039507e+00,1.801145369506091143e+01,2.009738004902585999e+03
1.449899333524824385e+02,5.016179630289883562e+02,1.950883467949688338e+03,2.925710682839382116e+03,4.138488988388658072e+03,1.358664977853158717e+01,6.924817924807284975e+00,3.688386290605634166e-01,-1.278062735802008909e+01,-1.302030049799632572e+01,1.614496241373884544e+01,2.015633340613888095e+03
1.257994359487468614e+02,4.561087112134601966e+02,1.701781752627578044e+03,2.818786275310473229e+03,3.974206787296795028e+03,1.869118280430594936e+01,1.360330259704858946e+01,4.064549553804335247e+00,-8.714534631754442984e+00,-1.198114766985436397e+01,1.621939816923019251e+01,2.011771048394159834e+03
1.039162351804254882e+02,6.277379056710562963e+02,1.840089784790113072e+03,2.848775969106597586e+03,3.917729192566683651e+03,1.096394153577655040e+01,3.913744231133163609e+00,4.957589704370668038e+00,-2.726653936758846708e+00,-6.339781649806027097e+00,1.693238396210582053e+01,2.007568273503508635e+03
5.442922907660992848e+01,4.292747815325768670e+02,1.613143050391529641e+03,2.690436707875369393e+03,3.675022692469227877e+03,2.025265483212366746e+01,4.259716502543591687e+00,5.602791968333156625e+00,-5.715920403191775634e+00,-5.149125714381113994e+00,1.710186080923618590e+01,2.009265450580401421e+03
3.497950765783011917e+01,6.020778499509095809e+02,1.771193853646812386e+03,2.733803078290886333e+03,3.861970020013868179e+03,1.535481648727889414e+01,1.151041788430638846e+01,1.354901940154637607e+01,7.958201258207668438e+00,8.335266487317840145e+00,1.792632375550644497e+01,2.010739951528603342e+03
1.061611225593584322e+02,4.542137492245049657e+02,1.907184703574131618e+03,2.978290012440415467e+03,4.111224719050331259e+03,1.324229647752404659e+01,6.618979208021026572e+00,-2.022862133376579941e+00,-1.669377681603480568e+01,-1.797176710121807375e+01,1.510676213890458719e+01,2.013491405878159867e+03
1.103575756467759277e+02,5.571501243750964250e+02,1.864034280900292060e+03,2.989512070157355538e+03,4.072684850605062820e+03,1.387231371499447441e+01,6.709846170319028857e+00,7.672461351323273782e+00,-7.101021186538371666e+00,-1.148523835790020797e+01,1.655011796980389249e+01,2.010372420026028522e+03
7.103721842580014822e+01,5.367329214068741976e+02,1.745835164794767024e+03,2.795431602721436320e+03,3.774524825831266753e+03,1.564023526016165988e+01,8.795171983686683959e+00,-3.749339138369345292e-01,-8.180707170666831729e+00,-8.775499776806825025e+00,1.775348245238137679e+01,2.008087481518199866e+03
5.021654391782841742e+01,6.588772295508373418e+02,1.765361551285079031e+03,2.690117048986754071e+03,3.829134024655480971e+03,1.634980334696009763e+01,6.079458084885471791e+00,7.726731437352623466e+00,-4.789885540386330520e-01,-1.129690164244179895e+00,1.894956935994058256e+01,2.005134442350078871e+03
1.130250900867338544e+02,6.513300205322793772e+02,1.989014581995597155e+03,2.886902412717843617e+03,4.109397266566897088e+03,5.761028307074014698e+00,1.155037445127125117e+01,8.349819503218293804e+00,2.426267219716450096e+00,2.203942504785529610e-01,1.800791216204308753e+01,2.019379474218159430e+03
5.854604327739536274e+01,4.536269433819002757e+02,1.651356058980136595e+03,2.717973263796625361e+03,3.858945022355201218e+03,2.277574603902061767e+01,7.287896352468813177e+01,2.065354854747834068e+01,1.035094775823210433e+01,6.742473291633077181e+00,1.732690138921126177e+01,2.007980500221168086e+03
6.215226958755847875e+01,4.842534392770438103e+02,1.691121655283657219e+03,2.897478041465451497e+03,3.815475611798182854e+03,2.058109295786765003e+01,1.209536046327369618e+01,3.756648212631983785e+00,-3.819565137595420712e+00,-4.846403527633990294e+00,1.799597317087300041e+01,2.009695451195570286e+03
1.181368016309129132e+02,5.088448581142501439e+02,1.872045177272076899e+03,3.044629803589034509e+03,3.985725866455878531e+03,1.574770298871792384e+01,7.633333562150577123e+00,7.658849348707152949e+00,-3.058007269189277455e+00,-5.732700084815852470e+00,1.739283040914139278e+01,2.017443645941334125e+03
7.082350326985564948e+01,6.439522604446666492e+02,1.809916632927772071e+03,2.874398310291050166e+03,4.013219717687073171e+03,1.053397211469644290e+01,1.288437380159952683e+00,6.726909190573933106e-01,-4.026885718807124981e+00,-7.751704680816491333e+00,1.655705541501707145e+01,2.009587964225954011e+03
8.482425948707962959e+01,4.899938091507143554e+02,1.707051606779085887e+03,2.781163100851323634e+03,3.771876884293144940e+03,1.828337352913665725e+01,2.491772242573340890e+01,1.394901856452755418e+01,2.889948720165176343e+00,-1.018890594314472597e+00,1.699967415995473274e+01,2.007736170761317453e+03
9.308728412900823912e+01,5.015105606875538342e+02,1.715652054179846573e+03,2.660357645310381031e+03,3.640384760303014446e+03,1.734145995456063716e+01,2.808425382841510398e+01,1.507857850669673816e+01,5.435843056276087992e+00,4.646740366849614112e+00,1.765243581137472617e+01,2.005989929470198604e+03
7.485368482496538434e+01,5.275396847401102605e+02,1.897971229470651224e+03,2.778469025776501439e+03,4.001609018471928721e+03,1.430785807565398748e+01,6.579214293573188321e+00,4.830990036261601617e+00,-3.565429601552570382e+00,-5.131697288617206532e+00,1.823025828600097142e+01,2.010858349273736167e+03
5.769071472225395780e+01,6.160376220992950493e+02,1.783799967673859555e+03,2.903787698559774981e+03,4.019449760516207789e+03,9.625845844435760412e+00,1.391565167379273715e+00,-1.105644256491292943e+00,-4.331936003110056888e+00,-5.385292648550130679e+00,1.680108936001832021e+01,2.008294614404997219e+03
5.014057431738207526e+01,4.472645520114042483e+02,1.675430344224456348e+03,2.767800329938149844e+03,3.832224090833673927e+03,1.754780836883641015e+01,7.666358677715343184e+00,8.630803806281873491e+00,-2.443479742935879440e+00,-6.237580783527514328e+00,1.845776925036230054e+01,2.007839213977696772e+03
6.456351521103644586e+01,5.575828733145134493e+02,1.848730642369181396e+03,2.895014574614815956e+03,3.949958768652445542e+03,1.409443639613758492e+01,1.218201489196217402e+01,1.437232396861642947e+01,1.786192937709610629e+00,-6.686271720388848872e-01,1.741161620919985964e+01,2.004465774666324251e+03
5.143731219693577117e+01,4.376954728965911841e+02,1.630329269019741560e+03,2.508233322344872704e+03,3.548541866034675422e+03,2.250446861321302094e+01,7.390151463421373634e+00,8.298182142496065339e+00,3.815556697140927156e-01,-2.336397861623642491e+00,1.773097854557298803e+01,2.007461807736029414e+03
9.761914331331935557e+01,5.886481852059972653e+02,1.869368374169371464e+03,2.933695859287338862e+03,3.900717538325247915e+03,1.382527304577894434e+01,2.772926741613549240e+00,2.454723441744718571e+00,-2.752891622416474338e+00,-1.606005183674800385e+00,1.694377037364049343e+01,2.014121843780305881e+03
4.073365567070144522e+01,5.519545227857968257e+02,1.717718844797733027e+03,2.648508390190181672e+03,3.840402469626978473e+03,1.478438450861813891e+01,1.648668875173664006e+00,3.614359599307873427e+00,-1.249252709210112000e+00,-3.670087413068820581e+00,1.716445303915606146e+01,2.006876782320636948e+03
4.517408838985529229e+01,5.657429301334108231e+02,1.775090848390039355e+03,2.747886269451379121e+03,3.769503781216445987e+03,1.270083724564010197e+01,6.521094031498320120e+00,5.245790129845729233e+00,-6.284408170143072070e-01,-1.093463367721680513e+00,1.776383708184871679e+01,2.007414519001162944e+03
8.087537638661163442e+01,4.415297192012486107e+02,1.736661145521620483e+03,3.013525867520925203e+03,4.089314061619308177e+03,1.824932546460783200e+01,1.213596801633672939e+01,1.248484031621405954e+01,-1.509721697149589703e+00,-3.214212171409708052e+00,1.602219180931522402e+01,2.006067708171372487e+03
1.152721811369214890e+02,4.248188925469866035e+02,1.800968963097092910e+03,2.927344770259529014e+03,4.055008231098517626e+03,1.671032300710511009e+01,6.316230972655354492e+00,1.177231771649382530e+01,-1.040506040384287179e+00,-4.394926755178672373e+00,1.580895285055637522e+01,2.016561345373038648e+03
5.248852491212031168e+01,5.198135815407791824e+02,1.644859914617240747e+03,2.623714475964909980e+03,3.692707309653222637e+03,1.972326296828845926e+01,8.598383430903135505e+00,7.516198419992954349e+00,-2.787852373977061760e+00,-6.569544492845500017e+00,1.789506692671495713e+01,2.007958647216191366e+03
8.559573463606754729e+01,4.486317688990235411e+02,1.850544076701696667e+03,2.889768947558592572e+03,3.957815797754274627e+03,1.778023883431617236e+01,4.118205481898745468e+00,9.609726117297476833e+00,-1.907126588519390209e+00,-3.899325528229627746e+00,1.709953314379452394e+01,2.010596976614790492e+03
6.042430428646347451e+01,4.942821490569302227e+02,1.609961693643837407e+03,2.554865467485410136e+03,3.657702438221643206e+03,1.815304685816839125e+01,4.028164611700514541e+00,1.035485666309000230e+01,3.170058110462356638e+00,2.621653274601106531e+00,1.676868796298801811e+01,2.010501980264704798e+03
4.648008449612959936e+01,5.225897475121246316e+02,1.740754049924830497e+03,2.725507135014032428e+03,3.889590507723802148e+03,7.729048255859029659e+00,8.448777017318338523e+00,2.876338259023326405e+00,-7.837363282247976848e+00,-9.822632571396697543e+00,1.867170362440930731e+01,2.006236266774174737e+03
4.100371517495599960e+01,5.393632211424086336e+02,1.704299047769933395e+03,2.663715941445741009e+03,3.744439777503780078e+03,1.672873193227782807e+01,1.220481430161438929e+01,1.096972866687386983e+01,6.768006152987364743e+00,4.637136495288634919e+00,1.869606923001738963e+01,2.006484826442505891e+03
6.131325913440353048e+01,4.818764295104671760e+02,1.774263456308454579e+03,2.696089357325069614e+03,3.513739641625640161e+03,2.184911042131021119e+01,3.949927774843343542e+01,1.989363886666005499e+01,1.330746046192225229e+01,1.708148391885757889e+01,1.760939786641074178e+01,2.005321985456382436e+03
7.707475941134046593e+01,5.182346248442545402e+02,1.785113851182541566e+03,2.761587628427286290e+03,3.867962661291639051e+03,1.840478663044486396e+01,1.006567592580574555e+01,1.352484844344134274e+01,2.246149711964426476e+00,3.447580385926632407e-01,1.857713363834061582e+01,2.008817177087570371e+03
4.019455773118209407e+01,6.015198635088354422e+02,1.809163205948653058e+03,2.758513872101217203e+03,3.714222611610794047e+03,1.002698491289016580e+01,3.964576255917152903e+00,7.648307585067100511e+00,1.429525414123407057e+00,9.589690692504468927e-01,1.833226493310903038e+01,2.005817936025514882e+03
5.448738936469627703e+01,5.290484666738923352e+02,1.632542541814276774e+03,2.596163361551542948e+03,3.816722940671206288e+03,1.538181552749856706e+01,3.008805626411398926e+00,4.946872910525267564e+00,-2.832295316990057543e+00,-4.224131545684074673e+00,1.833565403117535553e+01,2.008218410354324305e+03
9.451837889847438134e+01,4.143292158727895753e+02,1.608981200766938855e+03,2.702970617596562079e+03,3.783723582435159187e+03,2.247683056694620163e+01,7.160086696178891152e+00,1.366163851197031853e+01,3.524749101325729495e+00,-1.304463049219928061e+00,1.721759324922808787e+01,2.009288215848274149e+03
1.019870075683390809e+02,5.366482985578793432e+02,1.808980986836114425e+03,2.843425940300987804e+03,4.018259246162978343e+03,1.320164970107057201e+01,5.888694650011102816e+00,7.163658815606732233e+00,-1.368328131617018162e+00,-4.505856275429704461e+00,1.750674930985869082e+01,2.011148665998629440e+03
7.260620744795645010e+01,4.977305772462960931e+02,1.773781750510873962e+03,2.938556929765739369e+03,3.836537492400418159e+03,1.901354725432695503e+01,4.381763992456113144e+00,4.487618879615213885e+00,-6.580424611471699770e+00,-9.307667388185517865e+00,1.785517693849702070e+01,2.009325770913248562e+03
1.081232479577350603e+02,4.594702769801190811e+02,1.824860638163861722e+03,2.777683990278132569e+03,3.495131133483506801e+03,1.766150415869430645e+01,2.423545688530946762e+00,7.344992194235479666e+00,-4.470037467783138929e+00,3.034154523230094269e-01,1.755701474410661334e+01,2.015575614096808749e+03
1.354953661960886677e+02,5.263175281725443710e+02,1.745045820153321529e+03,2.862113341437620420e+03,3.934327684659339866e+03,1.564813102448465720e+01,4.267065805630435804e+00,4.734351711764037240e+00,-5.859667162574247357e+00,-8.611230840539011666e+00,1.791145803229096956e+01,2.010143952929518719e+03
1.069072809092169791e+02,3.310267610537122778e+02,1.845827723558415983e+03,2.837079502295503517e+03,3.858216445501613180e+03,2.382411122952799687e+01,1.243501747527175105e+01,1.292988957224598146e+01,-2.498397855852735550e+00,-3.756652883233466245e+00,1.664719691365706211e+01,2.014737567905750666e+03
9.588374356019843958e+01,5.011708420093100358e+02,1.780001961660079132e+03,2.798935381711600257e+03,4.007787786337584294e+03,1.903608570443376991e+01,4.879459181713273530e+00,8.970550254131826051e+00,-2.757067843153045317e+00,-7.230977881533610763e+00,1.677525657432837392e+01,2.009711079617947462e+03
1.201830134491120390e+02,5.234621324096443686e+02,1.799192376209098256e+03,2.811095676481132159e+03,3.840952443920759379e+03,1.459601784463752061e+01,9.065858025242041762e+00,4.024507391443055582e+00,-7.115068508916200685e+00,-8.745224051286578870e+00,1.779652899590985271e+01,2.013416091611154570e+03
5.116408600508364657e+01,4.875220225176387885e+02,1.631291735549834584e+03,2.761727079458108165e+03,3.770334363043912617e+03,1.959374864921831616e+01,7.157279558525004859e+00,6.181515255376547557e+00,-4.810145498497130134e+00,-8.272009506412450364e+00,1.682494474617183755e+01,2.007624372708217834e+03
4.020577140214381018e+01,5.745207403236225900e+02,1.600170561807929516e+03,2.472829548417720162e+03,3.639010897517204739e+03,1.879858415168491348e+01,3.855069009097482624e+00,8.599310767056698168e+00,4.968539852477522167e+00,3.145005051181813727e+00,1.787183742281696297e+01,2.007619549531572829e+03
9.798644259021821767e+01,4.527204540640267965e+02,1.977996019981148265e+03,2.932785703162417121e+03,4.041212409503720664e+03,1.787228987933134050e+01,9.013484852149982629e+00,1.139615540028914609e+01,-9.972212738434591550e-01,-3.268642380938069802e+00,1.675914956638876063e+01,2.016573525566518128e+03
9.266470657657160359e+01,5.583371462545950408e+02,1.948016424948463282e+03,2.815774525560831989e+03,3.837964739405452292e+03,1.470980521134305263e+01,5.104142788454645974e+00,5.283080073852039149e+00,-5.024587015666374334e+00,-4.971257042134647364e+00,1.754455786425947039e+01,2.013238667109784046e+03
5.558585783746788422e+01,4.897562139037597149e+02,1.719089133992282314e+03,2.690315529466568478e+03,3.722565329486874361e+03,1.798313667573302155e+01,5.794151190853115807e+00,8.003816676659708307e+00,-3.167992264928764179e+00,-6.972030666124874543e+00,1.762668484139081215e+01,2.007393699947342839e+03
1.006403962871768272e+02,5.239417653848335021e+02,1.806464425519963697e+03,2.829479278972092743e+03,3.958746550464557913e+03,1.578292454896166674e+01,4.290023053941995457e+00,5.875670538129702081e+00,-2.880874360624380515e+00,-4.142330802906428744e+00,1.780802259516180186e+01,2.009401754906408996e+03
1.226282227098563453e+02,5.539183010444512547e+02,1.831068326561000504e+03,2.840674033810371839e+03,4.031536967991037727e+03,1.671416846553037061e+01,3.807738558143469731e+00,6.488291265284444442e+00,6.527806770284055871e-01,-1.459250074385636697e+00,1.811993436061790419e+01,2.010799615265269949e+03
5.963865143206670894e+01,5.449519384412780028e+02,1.830406438241738897e+03,2.732320366463730352e+03,4.034185977712454587e+03,1.090069343273145819e+01,5.032361719607437500e+00,-1.100353146630894008e+00,-8.078296658159269228e+00,-8.592294810188302989e+00,1.726149195427129612e+01,2.012565942259040185e+03
8.088615593895966072e+01,4.322716790649117797e+02,1.779723594634712526e+03,2.680020438670601379e+03,3.764017944367941254e+03,1.687386909548986225e+01,7.940903443793017935e+00,1.540035117593597569e+01,-3.181109348129974035e-01,-4.877135834486857391e+00,1.707776037806281622e+01,2.009198419428502802e+03
7.555756065153705947e+01,3.491121200651668914e+02,1.915736233654994749e+03,3.041378589792514958e+03,3.942085177049757476e+03,1.558773417859214305e+01,4.478762892315345745e+00,7.650864901265626905e+00,-4.177454478877391075e+00,-1.463127453764941466e+00,1.783179036131649653e+01,2.006822047872308076e+03
7.664195166179506202e+01,5.668054989508112840e+02,1.802993031282124775e+03,2.763904134723628431e+03,4.119048841338834791e+03,1.464335247404945761e+01,3.098971091769911812e+00,1.281601696806975998e-01,-5.484516932983355630e+00,-7.294615574716565298e+00,1.644309934404092388e+01,2.016771871874943827e+03
6.125313703433025836e+01,6.239448374265654138e+02,1.587842873775837461e+03,2.467788745455332446e+03,3.685443931643014821e+03,2.023730146124403717e+01,5.867576524501180835e+00,3.840747970121702881e+00,2.178393369471697483e+00,-1.379450417091895975e+00,1.892304845300757421e+01,2.012446285154125007e+03
7.378946238019807424e+01,5.196133907658103226e+02,1.616281966200680927e+03,2.734435180385761214e+03,3.492410669117600264e+03,1.872114851061778751e+01,3.178731437687644323e+00,2.078737130166993019e+00,-4.120639479249692094e+00,-4.452926513215112791e+00,1.643963385299215929e+01,2.010663226933035503e+03
1.064810162359575116e+02,5.462836406578639981e+02,1.790617660270272836e+03,2.721246034808409604e+03,4.032585374021315147e+03,1.460520088264114591e+01,4.427051388348599126e+00,8.867811795228858429e+00,-9.362201079239493851e-01,-2.284128785759725222e+00,1.791644016732282196e+01,2.007389994234431242e+03
4.326378629139694709e+01,4.600788969816708800e+02,1.596609028004315860e+03,2.937305599677485588e+03,3.932181321098840726e+03,1.516102726617885388e+01,5.590754672318537288e+00,1.166403691507412432e+01,1.079880177353049309e+00,-1.757319335381655634e+00,1.608356253757820298e+01,2.007582552935640706e+03
3.982080856654388157e+01,5.661045543999841811e+02,1.860247889548801595e+03,2.833764050263439458e+03,3.880816230017887392e+03,1.018904420547920608e+01,5.078731938612605745e+00,1.737287353570053927e+00,-2.327370025720101321e+00,2.145636971100176732e-02,1.741821239020353573e+01,2.006921535269525521e+03
6.777450827687179924e+01,4.192599585316117441e+02,1.682914882599149450e+03,2.608913492643595873e+03,3.680722987129709509e+03,2.047174066733422038e+01,9.361685212194672090e+00,1.065484161284153686e+01,-2.580440335624393455e+00,-3.965512385706671417e+00,1.720071656435206719e+01,2.008119634803870895e+03
9.772251950566474932e+01,6.331303747136528273e+02,1.823570791120399690e+03,2.806300058139610883e+03,4.000996264822957528e+03,1.008593860524354469e+01,2.996527179467441471e+01,6.597119366679488728e+00,-3.726579988402327626e+00,-7.541982996730465238e+00,1.790570334160168997e+01,2.015221740992568357e+03
4.949216052494981710e+01,4.815768975503661409e+02,1.621520802538774433e+03,2.523216432816673205e+03,3.535464381673008575e+03,2.024019455825978042e+01,7.361697516739351244e+00,9.846618469337595769e+00,1.442581834755748638e+00,-1.429258040212801895e-01,1.744973278768290115e+01,2.008244329760678511e+03
6.035771966828319535e+01,4.634194175226490415e+02,1.791912425490910891e+03,2.747396445445322570e+03,3.698327945626049313e+03,1.816407914889749264e+01,3.864600538271572905e+00,9.787447419760045619e+00,1.674333841896574970e+00,2.850025749188584534e+00,1.827680610936139871e+01,2.003325435749465896e+03
6.578633118390442291e+01,5.025184386927164724e+02,1.747155730888575818e+03,2.759987340339265302e+03,3.939377605440553452e+03,2.040969112709861477e+01,5.906835151682013674e+00,5.641317944422172381e+00,-3.599130514980572570e+00,-7.252414194082743570e+00,1.786531693983577895e+01,2.008180569908745611e+03
1.055660275084292721e+02,5.347102510687250287e+02,1.836966092757830438e+03,2.910174191548678664e+03,3.818615739217076225e+03,1.654577802714989332e+01,7.330731542178361870e+00,6.100981767166353542e+00,-1.569540887516256200e+00,-1.687505496605489208e+00,1.702185542278680686e+01,2.009831741503373223e+03
1.117470823658983790e+02,4.824092663566600550e+02,1.774703432298239704e+03,2.813423292448013854e+03,4.025246604344799380e+03,1.728239914932481014e+01,4.977745576970476371e+00,9.384607090412744768e+00,9.581839496941830792e-01,6.526822409947676817e-01,1.891714484406498897e+01,2.011148427912554780e+03
8.089950998965093731e+01,4.044349893799729330e+02,1.810628052150057783e+03,2.802886130027557556e+03,3.827957824481292391e+03,1.789869825285181193e+01,8.009033714997986664e+00,9.406971229255486122e+00,-6.743458698730253609e+00,-7.614830975486087006e+00,1.755773421477319118e+01,2.014782530419535078e+03
3.892700036668733787e+01,5.547082177009757515e+02,1.803803357661125347e+03,2.795359405707329643e+03,3.789371151330067732e+03,1.182929374845236481e+01,8.383715321541162169e+00,5.020815640958767645e+00,-5.031742279643986571e+00,-6.199063017026420042e+00,1.628265903222074584e+01,2.005414719368815895e+03
4.042484546952238844e+01,5.105000790160170823e+02,1.683393056544436149e+03,2.719818900721743830e+03,3.717982873819443284e+03,2.028722091697504837e+01,4.482948438874315933e+00,3.595969835516375834e+00,-6.353851454657558406e+00,-7.847385920336939158e+00,1.745090144172450763e+01,2.007378106633158495e+03
2.960319373794161990e+01,3.872293958625073174e+02,1.688615605512203956e+03,2.802295760366025661e+03,3.780092727209206259e+03,2.498165379965794486e+01,1.418145050199896673e+01,1.273279173465788894e+01,9.093501532114434474e-03,-3.497183775891897106e+00,1.681446786525091142e+01,2.005780863301697309e+03
6.959143385536047788e+01,5.141862901094932568e+02,1.751132821737441645e+03,2.736197394358828660e+03,3.803690950199652434e+03,1.865595689217600039e+01,1.860531810233125682e+01,1.113774513195167870e+01,4.747115207695704164e+00,4.529088589897032335e+00,1.913681606711924843e+01,2.010087908265255919e+03
5.327169567947910167e+01,5.197887293018010268e+02,1.818402313482489262e+03,2.824673855678320706e+03,3.807226557465142832e+03,1.760530848538603266e+01,3.861092087584601540e+00,5.809720537242426097e+00,-5.372108972203144539e+00,-6.806906901186088099e+00,1.734512265600333336e+01,2.008218023655821526e+03
4.277723864231541029e+01,4.583348389324885943e+02,1.549874386022194358e+03,2.602591155517689458e+03,3.823560755878906093e+03,1.399391329450595833e+01,4.737951433962377834e+00,5.940468568541667160e+00,-2.828930667718507319e+00,-6.715555448947903017e+00,1.814128287900952685e+01,2.005732722702443198e+03
5.268852431379503543e+01,5.387831084434831155e+02,1.776202930586555567e+03,2.643548399672162759e+03,3.679004184599510609e+03,1.339097622344050720e+01,4.932543810572732390e+00,-1.608667612316849072e+00,-4.151224411758625443e+00,-2.902212491547555562e+00,1.851702475054579722e+01,2.009175287489161065e+03
7.545409399055978383e+01,4.457541760426518067e+02,1.668786180882058488e+03,2.740047920181942118e+03,3.840400441344003411e+03,2.226480506369542667e+01,5.843413038823829453e+00,7.444978245556352014e+00,-4.844315519170385720e+00,-6.896088181858391231e+00,1.823185004326971281e+01,2.007148789897803454e+03
4.366016958695300332e+01,6.537487061175445433e+02,1.702488629092199972e+03,2.622300050549727075e+03,3.745321795773354097e+03,1.219144715711840377e+01,2.625588556497067128e+00,-1.413326797988013306e+00,2.513887419591220307e-01,-3.509829730999831088e-01,1.772444004714931864e+01,2.007397624049804563e+03
7.501118533348524409e+01,4.894383620654615470e+02,1.651192394285779301e+03,2.851112763799011191e+03,3.913319288548917939e+03,1.558017884755294702e+01,1.565393868035598146e+01,1.095963905851645670e+01,-1.801674017905587455e+00,-4.573606284064750227e+00,1.872736498318943887e+01,2.006426908475886421e+03
9.428397460539687813e+01,4.170456418509785976e+02,1.822767371435898667e+03,2.764658280069984812e+03,3.948621017467934053e+03,1.798474993147097223e+01,8.447479604196791669e+00,7.187157770086652242e+00,-8.148855359327230374e+00,-8.968311435520391228e+00,1.624144796186581985e+01,2.012734753020574090e+03
